Date,Dow Jones,SP 500,Nasdaq
7/12/23,34347.42969,4472.160156,15307.23047
7/13/23,34395.14063,4510.040039,15571.98047
7/14/23,34509.03125,4505.419922,15565.59961
7/17/23,34585.35156,4522.790039,15713.28027
7/18/23,34951.92969,4554.97998,15841.34961
7/19/23,35061.21094,4565.720215,15826.34961
7/20/23,35225.17969,4534.870117,15466.08984
7/21/23,35227.69141,4536.339844,15425.66992
7/24/23,35411.23828,4554.640137,15448.01953
7/25/23,35438.07031,4567.459961,15561.41992
7/26/23,35520.12109,4566.75,15499.25977
7/27/23,35282.71875,4537.410156,15464.92969
7/28/23,35459.28906,4582.22998,15750.92969
7/31/23,35559.53125,4588.959961,15757
8/1/23,35630.67969,4576.72998,15718.00977
8/2/23,35282.51953,4513.390137,15370.74023
8/3/23,35215.89063,4501.890137,15353.54004
8/4/23,35065.62109,4478.029785,15274.91992
8/7/23,35473.12891,4518.439941,15407.84961
8/8/23,35314.48828,4499.379883,15273.0498
8/9/23,35123.35938,4467.709961,15101.70996
8/10/23,35176.14844,4468.830078,15128.83984
8/11/23,35281.39844,4464.049805,15028.07031
8/14/23,35307.62891,4489.720215,15205.58984
8/15/23,34946.39063,4437.859863,15037.65039
8/16/23,34765.73828,4404.330078,14876.46973
8/17/23,34474.82813,4370.359863,14715.80957
8/18/23,34500.66016,4369.709961,14694.83984
8/21/23,34463.69141,4399.77002,14936.69043
8/22/23,34288.82813,4387.549805,14908.95996
8/23/23,34472.98047,4436.009766,15148.05957
8/24/23,34099.42188,4376.310059,14816.44043
8/25/23,34346.89844,4405.709961,14941.83008
8/28/23,34559.98047,4433.310059,15052.45996
8/29/23,34852.67188,4497.629883,15376.5498
8/30/23,34890.23828,4514.870117,15462.42969
8/31/23,34721.91016,4507.660156,15501.07031
9/1/23,34837.71094,4515.77002,15490.86035
9/5/23,34641.96875,4496.830078,15508.24023
9/6/23,34443.19141,4465.47998,15371.44043
9/7/23,34500.73047,4451.140137,15258.51953
9/8/23,34576.58984,4457.490234,15280.23047
9/11/23,34663.71875,4487.459961,15461.86523
